ImageName	TimePoint	DayAfterInduction
Image5D_bf3343_SPOT6.tif	22	d64
Image5D_bf3343_SPOT7.tif	1	d15
Image5D_bf3343_SPOT7.tif	2	d16
Image5D_bf3343_SPOT7.tif	3	d17
Image5D_bf3343_SPOT7.tif	4	d18
Image5D_bf3343_SPOT7.tif	5	d19
Image5D_bf3343_SPOT7.tif	6	d20
Image5D_bf3343_SPOT7.tif	7	d27
Image5D_bf3343_SPOT7.tif	8	d34
Image5D_bf3343_SPOT7.tif	9	d56
Image5D_bf3343_SPOT7.tif	10	d64
Image5D_bf3343_SPOT8.tif	1	d15
Image5D_bf3343_SPOT8.tif	2	d16
Image5D_bf3343_SPOT8.tif	3	d17
Image5D_bf3343_SPOT8.tif	4	d21
Image5D_bf3343_SPOT8.tif	5	d27
Image5D_bf3343_SPOT8.tif	6	d34
Image5D_bf3343_SPOT8.tif	7	d56
Image5D_bf3343_SPOT8.tif	8	d64
Image5D_bf3343_SPOT91.tif	1	d18
Image5D_bf3343_SPOT91.tif	2	d19
Image5D_bf3343_SPOT91.tif	3	d20
Image5D_bf3343_SPOT91.tif	4	d21
Image5D_bf3343_SPOT91.tif	5	d22
Image5D_bf3343_SPOT91.tif	6	d23
Image5D_bf3343_SPOT91.tif	7	d24
Image5D_bf3343_SPOT91.tif	8	d25
Image5D_bf3343_SPOT91.tif	9	d26
Image5D_bf3343_SPOT91.tif	10	d27
Image5D_bf3343_SPOT91.tif	11	d28
Image5D_bf3343_SPOT91.tif	12	d29
Image5D_bf3343_SPOT91.tif	13	d30
Image5D_bf3343_SPOT91.tif	14	d33
Image5D_bf3343_SPOT91.tif	15	d34
Image5D_bf3343_SPOT91.tif	16	d37
Image5D_bf3343_SPOT91.tif	17	d41
Image5D_bf3343_SPOT91.tif	18	d44
Image5D_bf3343_SPOT91.tif	19	d56
Image5D_bf3343_SPOT91.tif	20	d64
Image5D_bf3093_SPOT10.tif	1	d4
Image5D_bf3093_SPOT10.tif	2	d5
Image5D_bf3093_SPOT10.tif	3	d6
Image5D_bf3093_SPOT10.tif	4	d7
Image5D_bf3093_SPOT10.tif	5	d8
Image5D_bf3093_SPOT10.tif	6	d9
Image5D_bf3093_SPOT10.tif	7	d10
Image5D_bf3093_SPOT10.tif	8	d11
Image5D_bf3093_SPOT10.tif	9	d12
Image5D_bf3093_SPOT10.tif	10	d14
Image5D_bf3093_SPOT10.tif	11	d15
Image5D_bf3093_SPOT10.tif	12	d16
Image5D_bf3093_SPOT10.tif	13	d17
Image5D_bf3093_SPOT10.tif	14	d20
Image5D_bf3093_SPOT10.tif	15	d46
Image5D_bf3093_SPOT11.tif	1	d4
Image5D_bf3093_SPOT11.tif	2	d5
Image5D_bf3093_SPOT11.tif	3	d6
Image5D_bf3093_SPOT11.tif	4	d8
Image5D_bf3093_SPOT11.tif	5	d9
Image5D_bf3093_SPOT11.tif	6	d10
Image5D_bf3093_SPOT11.tif	7	d11
Image5D_bf3093_SPOT11.tif	8	d12
Image5D_bf3093_SPOT11.tif	9	d14
Image5D_bf3093_SPOT11.tif	10	d15
Image5D_bf3093_SPOT11.tif	11	d16
Image5D_bf3093_SPOT11.tif	12	d17
Image5D_bf3093_SPOT11.tif	13	d20
Image5D_bf3093_SPOT11.tif	14	d25
Image5D_bf3093_SPOT12.tif	1	d7
Image5D_bf3093_SPOT12.tif	2	d9
Image5D_bf3093_SPOT12.tif	3	d11
Image5D_bf3093_SPOT12.tif	4	d14
Image5D_bf3093_SPOT12.tif	5	d15
Image5D_bf3093_SPOT12.tif	6	d20
Image5D_bf3093_SPOT12.tif	7	d25
Image5D_bf3093_SPOT12.tif	8	d46
Image5D_bf3093_SPOT13.tif	1	d7
Image5D_bf3093_SPOT13.tif	2	d8
Image5D_bf3093_SPOT13.tif	3	d9
Image5D_bf3093_SPOT13.tif	4	d10
Image5D_bf3093_SPOT13.tif	5	d11
Image5D_bf3093_SPOT13.tif	6	d12
Image5D_bf3093_SPOT13.tif	7	d14
Image5D_bf3093_SPOT13.tif	8	d15
Image5D_bf3093_SPOT13.tif	9	d16
Image5D_bf3093_SPOT13.tif	10	d20
Image5D_bf3093_SPOT13.tif	11	d25
Image5D_bf3093_SPOT13.tif	12	d46
Image5D_bf3093_SPOT15.tif	1	d9
Image5D_bf3093_SPOT15.tif	2	d10
Image5D_bf3093_SPOT15.tif	3	d11
Image5D_bf3093_SPOT15.tif	4	d12
Image5D_bf3093_SPOT15.tif	5	d14
Image5D_bf3093_SPOT15.tif	6	d15
Image5D_bf3093_SPOT15.tif	7	d19
Image5D_bf3093_SPOT15.tif	8	d20
Image5D_bf3093_SPOT15.tif	9	d25
Image5D_bf3093_SPOT15.tif	10	d46
Image5D_bf3093_SPOT16.tif	1	d9
Image5D_bf3093_SPOT16.tif	2	d10
Image5D_bf3093_SPOT16.tif	3	d11
Image5D_bf3093_SPOT16.tif	4	d12
Image5D_bf3093_SPOT16.tif	5	d14
Image5D_bf3093_SPOT16.tif	6	d15
Image5D_bf3093_SPOT16.tif	7	d16
Image5D_bf3093_SPOT16.tif	8	d17
Image5D_bf3093_SPOT16.tif	9	d20
Image5D_bf3093_SPOT16.tif	10	d46
Image5D_bf3093_SPOT17.tif	1	d15
Image5D_bf3093_SPOT17.tif	2	d16
Image5D_bf3093_SPOT17.tif	3	d17
Image5D_bf3093_SPOT17.tif	4	d20
Image5D_bf3093_SPOT17.tif	5	d25
Image5D_bf3093_SPOT17.tif	6	d46
Image5D_bf3093_SPOT2.tif	1	d4
Image5D_bf3093_SPOT2.tif	2	d5
Image5D_bf3093_SPOT2.tif	3	d6
Image5D_bf3093_SPOT2.tif	4	d7
Image5D_bf3093_SPOT2.tif	5	d8
Image5D_bf3093_SPOT2.tif	6	d9
Image5D_bf3093_SPOT2.tif	7	d10
Image5D_bf3093_SPOT2.tif	8	d11
Image5D_bf3093_SPOT2.tif	9	d12
Image5D_bf3093_SPOT2.tif	10	d14
Image5D_bf3093_SPOT2.tif	11	d15
Image5D_bf3093_SPOT2.tif	12	d17
Image5D_bf3093_SPOT2.tif	13	d20
Image5D_bf3093_SPOT2.tif	14	d25
Image5D_bf3093_SPOT2.tif	15	d46
Image5D_bf3093_SPOT3.tif	1	d4
Image5D_bf3093_SPOT3.tif	2	d5
Image5D_bf3093_SPOT3.tif	3	d6
Image5D_bf3093_SPOT3.tif	4	d7
Image5D_bf3093_SPOT3.tif	5	d8
Image5D_bf3093_SPOT3.tif	6	d9
Image5D_bf3093_SPOT3.tif	7	d10
Image5D_bf3093_SPOT3.tif	8	d11
Image5D_bf3093_SPOT3.tif	9	d12
Image5D_bf3093_SPOT3.tif	10	d14
Image5D_bf3093_SPOT3.tif	11	d15
Image5D_bf3093_SPOT3.tif	12	d16
Image5D_bf3093_SPOT3.tif	13	d17
Image5D_bf3093_SPOT3.tif	14	d20
Image5D_bf3093_SPOT3.tif	15	d25
Image5D_bf3093_SPOT3.tif	16	d46
Image5D_bf3093_SPOT62.tif	1	d4
Image5D_bf3093_SPOT62.tif	2	d5
Image5D_bf3093_SPOT62.tif	3	d6
Image5D_bf3093_SPOT62.tif	4	d7
Image5D_bf3093_SPOT62.tif	5	d8
Image5D_bf3093_SPOT62.tif	6	d9
Image5D_bf3093_SPOT62.tif	7	d11
Image5D_bf3093_SPOT62.tif	8	d14
Image5D_bf3093_SPOT62.tif	9	d15
Image5D_bf3093_SPOT62.tif	10	d16
Image5D_bf3093_SPOT62.tif	11	d17
Image5D_bf3093_SPOT7.tif	1	d4
Image5D_bf3093_SPOT7.tif	2	d5
Image5D_bf3093_SPOT7.tif	3	d6
Image5D_bf3093_SPOT7.tif	4	d7
Image5D_bf3093_SPOT7.tif	5	d8
Image5D_bf3093_SPOT8.tif	1	d4
Image5D_bf3093_SPOT8.tif	2	d5
Image5D_bf3093_SPOT8.tif	3	d6
Image5D_bf3093_SPOT8.tif	4	d7
Image5D_bf3093_SPOT8.tif	5	d8
Image5D_bf3093_SPOT8.tif	6	d9
Image5D_bf3093_SPOT8.tif	7	d10
Image5D_bf3093_SPOT8.tif	8	d11
Image5D_bf3093_SPOT8.tif	9	d12
Image5D_bf3093_SPOT9.tif	1	d4
Image5D_bf3093_SPOT9.tif	2	d5
Image5D_bf3092_SPOT10.tif	1	d6
Image5D_bf3092_SPOT10.tif	2	d8
Image5D_bf3092_SPOT10.tif	3	d9
Image5D_bf3092_SPOT10.tif	4	d10
Image5D_bf3092_SPOT10.tif	5	d11
Image5D_bf3092_SPOT10.tif	6	d12
Image5D_bf3092_SPOT10.tif	7	d13
Image5D_bf3092_SPOT10.tif	8	d14
Image5D_bf3092_SPOT10.tif	9	d15
Image5D_bf3092_SPOT10.tif	10	d16
Image5D_bf3092_SPOT10.tif	11	d18
Image5D_bf3092_SPOT10.tif	12	d19
Image5D_bf3092_SPOT10.tif	13	d20
Image5D_bf3092_SPOT10.tif	14	d21
Image5D_bf3092_SPOT10.tif	15	d23
Image5D_bf3092_SPOT10.tif	16	d24
Image5D_bf3092_SPOT10.tif	17	d29
Image5D_bf3092_SPOT10.tif	18	d50
Image5D_bf3092_SPOT14.tif	1	d6
Image5D_bf3092_SPOT14.tif	2	d8
Image5D_bf3092_SPOT14.tif	3	d9
Image5D_bf3092_SPOT14.tif	4	d10
Image5D_bf3092_SPOT14.tif	5	d11
Image5D_bf3092_SPOT14.tif	6	d12
Image5D_bf3092_SPOT14.tif	7	d13
Image5D_bf3092_SPOT14.tif	8	d14
Image5D_bf3092_SPOT14.tif	9	d15
Image5D_bf3092_SPOT14.tif	10	d16
Image5D_bf3092_SPOT14.tif	11	d18
Image5D_bf3092_SPOT14.tif	12	d19
Image5D_bf3092_SPOT14.tif	13	d24
Image5D_bf3092_SPOT14.tif	14	d29
Image5D_bf3092_SPOT14.tif	15	d50
Image5D_bf3092_SPOT15.tif	1	d6
Image5D_bf3092_SPOT15.tif	2	d24
Image5D_bf3092_SPOT15.tif	3	d29
Image5D_bf3092_SPOT15.tif	4	d50
Image5D_bf3092_SPOT16.tif	1	d8
Image5D_bf3092_SPOT16.tif	2	d9
Image5D_bf3092_SPOT16.tif	3	d10
Image5D_bf3092_SPOT16.tif	4	d11
Image5D_bf3092_SPOT16.tif	5	d12
Image5D_bf3092_SPOT16.tif	6	d13
Image5D_bf3092_SPOT16.tif	7	d14
Image5D_bf3092_SPOT16.tif	8	d16
Image5D_bf3092_SPOT16.tif	9	d18
Image5D_bf3092_SPOT16.tif	10	d20
Image5D_bf3092_SPOT16.tif	11	d24
Image5D_bf3092_SPOT16.tif	12	d29
Image5D_bf3092_SPOT16.tif	13	d50
Image5D_bf3092_SPOT18.tif	1	d8
Image5D_bf3092_SPOT18.tif	2	d9
Image5D_bf3092_SPOT18.tif	3	d11
Image5D_bf3092_SPOT18.tif	4	d15
Image5D_bf3092_SPOT18.tif	5	d16
Image5D_bf3092_SPOT18.tif	6	d18
Image5D_bf3092_SPOT18.tif	7	d24
Image5D_bf3092_SPOT18.tif	8	d29
Image5D_bf3092_SPOT18.tif	9	d50
Image5D_bf3092_SPOT19.tif	1	d8
Image5D_bf3092_SPOT19.tif	2	d9
Image5D_bf3092_SPOT19.tif	3	d10
Image5D_bf3092_SPOT19.tif	4	d11
Image5D_bf3092_SPOT19.tif	5	d12
Image5D_bf3092_SPOT19.tif	6	d13
Image5D_bf3092_SPOT19.tif	7	d14
Image5D_bf3092_SPOT19.tif	8	d15
Image5D_bf3092_SPOT19.tif	9	d16
Image5D_bf3092_SPOT19.tif	10	d18
Image5D_bf3092_SPOT19.tif	11	d19
Image5D_bf3092_SPOT19.tif	12	d20
Image5D_bf3092_SPOT1.tif	1	d2
Image5D_bf3092_SPOT1.tif	2	d8
Image5D_bf3092_SPOT1.tif	3	d9
Image5D_bf3092_SPOT1.tif	4	d11
Image5D_bf3092_SPOT1.tif	5	d12
Image5D_bf3092_SPOT1.tif	6	d13
Image5D_bf3092_SPOT1.tif	7	d14
Image5D_bf3092_SPOT1.tif	8	d15
Image5D_bf3092_SPOT1.tif	9	d16
Image5D_bf3092_SPOT1.tif	10	d18
Image5D_bf3092_SPOT1.tif	11	d19
Image5D_bf3092_SPOT1.tif	12	d20
Image5D_bf3092_SPOT1.tif	13	d24
Image5D_bf3092_SPOT1.tif	14	d29
Image5D_bf3092_SPOT1.tif	15	d50
Image5D_bf3092_SPOT2.tif	1	d2
Image5D_bf3092_SPOT2.tif	2	d4
Image5D_bf3092_SPOT2.tif	3	d5
Image5D_bf3092_SPOT2.tif	4	d6
Image5D_bf3092_SPOT2.tif	5	d8
Image5D_bf3092_SPOT2.tif	6	d9
Image5D_bf3092_SPOT2.tif	7	d10
Image5D_bf3092_SPOT2.tif	8	d11
Image5D_bf3092_SPOT2.tif	9	d12
Image5D_bf3092_SPOT2.tif	10	d13
Image5D_bf3092_SPOT2.tif	11	d14
Image5D_bf3092_SPOT2.tif	12	d15
Image5D_bf3092_SPOT2.tif	13	d16
Image5D_bf3092_SPOT2.tif	14	d18
Image5D_bf3092_SPOT2.tif	15	d19
Image5D_bf3092_SPOT2.tif	16	d20
Image5D_bf3092_SPOT2.tif	17	d21
Image5D_bf3092_SPOT2.tif	18	d23
Image5D_bf3092_SPOT2.tif	19	d24
Image5D_bf3092_SPOT2.tif	20	d29
Image5D_bf3092_SPOT2.tif	21	d50
Image5D_bf3092_SPOT20.tif	1	d8
Image5D_bf3092_SPOT20.tif	2	d9
Image5D_bf3092_SPOT20.tif	3	d11
Image5D_bf3092_SPOT20.tif	4	d13
Image5D_bf3092_SPOT20.tif	5	d15
Image5D_bf3092_SPOT20.tif	6	d18
Image5D_bf3092_SPOT20.tif	7	d20
Image5D_bf3092_SPOT20.tif	8	d21
Image5D_bf3092_SPOT20.tif	9	d24
Image5D_bf3092_SPOT20.tif	10	d29
Image5D_bf3092_SPOT20.tif	11	d50
Image5D_bf3092_SPOT21.tif	1	d8
Image5D_bf3092_SPOT21.tif	2	d9
Image5D_bf3092_SPOT21.tif	3	d10
Image5D_bf3092_SPOT21.tif	4	d11
Image5D_bf3092_SPOT21.tif	5	d12
Image5D_bf3092_SPOT21.tif	6	d13
Image5D_bf3092_SPOT21.tif	7	d14
Image5D_bf3092_SPOT21.tif	8	d15
Image5D_bf3092_SPOT21.tif	9	d16
Image5D_bf3092_SPOT21.tif	10	d18
Image5D_bf3092_SPOT21.tif	11	d19
Image5D_bf3092_SPOT21.tif	12	d21
Image5D_bf3092_SPOT21.tif	13	d24
Image5D_bf3092_SPOT21.tif	14	d29
Image5D_bf3092_SPOT21.tif	15	d50
Image5D_bf3092_SPOT23.tif	1	d8
Image5D_bf3092_SPOT23.tif	2	d9
Image5D_bf3092_SPOT23.tif	3	d10
Image5D_bf3092_SPOT23.tif	4	d11
Image5D_bf3092_SPOT23.tif	5	d12
Image5D_bf3092_SPOT23.tif	6	d13
Image5D_bf3092_SPOT23.tif	7	d14
Image5D_bf3092_SPOT23.tif	8	d15
Image5D_bf3092_SPOT23.tif	9	d16
Image5D_bf3092_SPOT23.tif	10	d18
Image5D_bf3092_SPOT23.tif	11	d19
Image5D_bf3092_SPOT23.tif	12	d20
Image5D_bf3092_SPOT23.tif	13	d21
Image5D_bf3092_SPOT23.tif	14	d23
Image5D_bf3092_SPOT23.tif	15	d24
Image5D_bf3092_SPOT23.tif	16	d29
Image5D_bf3092_SPOT23.tif	17	d50
Image5D_bf3092_SPOT5.tif	1	d2
Image5D_bf3092_SPOT5.tif	2	d4
Image5D_bf3092_SPOT5.tif	3	d5
Image5D_bf3092_SPOT5.tif	4	d6
Image5D_bf3092_SPOT5.tif	5	d8
Image5D_bf3092_SPOT5.tif	6	d9
Image5D_bf3092_SPOT5.tif	7	d11
Image5D_bf3092_SPOT5.tif	8	d14
Image5D_bf3092_SPOT5.tif	9	d15
Image5D_bf3092_SPOT5.tif	10	d18
Image5D_bf3092_SPOT5.tif	11	d20
Image5D_bf3092_SPOT5.tif	12	d24
Image5D_bf3092_SPOT5.tif	13	d29
Image5D_bf3092_SPOT5.tif	14	d50
Image5D_bf3092_SPOT51.tif	1	d2
Image5D_bf3092_SPOT51.tif	2	d4
Image5D_bf3092_SPOT51.tif	3	d5
Image5D_bf3092_SPOT51.tif	4	d6
Image5D_bf3092_SPOT51.tif	5	d8
Image5D_bf3092_SPOT51.tif	6	d9
Image5D_bf3092_SPOT51.tif	7	d10
Image5D_bf3092_SPOT51.tif	8	d11
Image5D_bf3092_SPOT51.tif	9	d12
Image5D_bf3092_SPOT51.tif	10	d13
Image5D_bf3092_SPOT51.tif	11	d14
Image5D_bf3092_SPOT51.tif	12	d15
Image5D_bf3092_SPOT51.tif	13	d16
Image5D_bf3092_SPOT51.tif	14	d18
Image5D_bf3092_SPOT51.tif	15	d19
Image5D_bf3092_SPOT51.tif	16	d20
Image5D_bf3092_SPOT51.tif	17	d21
Image5D_bf3092_SPOT51.tif	18	d23
Image5D_bf3092_SPOT51.tif	19	d24
Image5D_bf3092_SPOT51.tif	20	d29
Image5D_bf3092_SPOT51.tif	21	d50
Image5D_bf3092_SPOT6.tif	1	d2
Image5D_bf3092_SPOT6.tif	2	d4
Image5D_bf3092_SPOT6.tif	3	d5
Image5D_bf3092_SPOT6.tif	4	d6
Image5D_bf3092_SPOT6.tif	5	d8
Image5D_bf3092_SPOT6.tif	6	d9
Image5D_bf3092_SPOT6.tif	7	d11
Image5D_bf3092_SPOT6.tif	8	d12
Image5D_bf3092_SPOT6.tif	9	d13
Image5D_bf3092_SPOT6.tif	10	d14
Image5D_bf3092_SPOT6.tif	11	d15
Image5D_bf3092_SPOT6.tif	12	d16
Image5D_bf3092_SPOT6.tif	13	d18
Image5D_bf3092_SPOT6.tif	14	d19
Image5D_bf3092_SPOT6.tif	15	d20
Image5D_bf3092_SPOT6.tif	16	d21
Image5D_bf3092_SPOT6.tif	17	d24
Image5D_bf3092_SPOT6.tif	18	d29
Image5D_bf3092_SPOT6.tif	19	d50
Image5D_bf3092_SPOT81.tif	1	d6
Image5D_bf3092_SPOT81.tif	2	d8
Image5D_bf3092_SPOT81.tif	3	d9
Image5D_bf3092_SPOT81.tif	4	d10
Image5D_bf3092_SPOT81.tif	5	d11
Image5D_bf3092_SPOT81.tif	6	d12
Image5D_bf3092_SPOT81.tif	7	d13
Image5D_bf3092_SPOT81.tif	8	d15
Image5D_bf3092_SPOT81.tif	9	d16
Image5D_bf3092_SPOT81.tif	10	d18
Image5D_bf3092_SPOT81.tif	11	d20
Image5D_bf3092_SPOT81.tif	12	d24
Image5D_bf3092_SPOT81.tif	13	d29
Image5D_bf3092_SPOT81.tif	14	d50
Image5D_bf3092_SPOT9.tif	1	d6
Image5D_bf3092_SPOT9.tif	2	d11
Image5D_bf3092_SPOT9.tif	3	d12
Image5D_bf3092_SPOT9.tif	4	d13
Image5D_bf3092_SPOT9.tif	5	d14
Image5D_bf3092_SPOT9.tif	6	d15
Image5D_bf3092_SPOT9.tif	7	d16
Image5D_bf3092_SPOT9.tif	8	d18
Image5D_bf3092_SPOT9.tif	9	d19
Image5D_bf3092_SPOT9.tif	10	d20
Image5D_bf3092_SPOT9.tif	11	d21
Image5D_bf3092_SPOT9.tif	12	d23
Image5D_bf3092_SPOT9.tif	13	d24
Image5D_bf3092_SPOT9.tif	14	d29
Image5D_bf3092_SPOT9.tif	15	d50
